category,category_en,entry_type,title_de,title_en,yield,text,text_en,serving_suggestions,serving_suggestions_en,canvas_fragment,image
Gemüse,Vegetables,recipe,Sauerampfer,Sorrel,2 portions,"1 Quart Sauerampfer wird rein gewaschen, in Salzwasser abgebrüht und wie Spinat fein gehackt. Butter wird mit etwas gehackter Zwiebel gedämpft, 1 Eßlöffel Mehl darüber gestreut, mit Fleischbrühe und 2 Eigelb angerührt, noch ¼ Stunde gekocht, durch ein Sieb getrieben, wieder heiß gemacht und dann servirt.","1 quart of sorrel is washed clean, blanched in salted water, and finely chopped like spinach. Butter is steamed with some chopped onion, 1 tablespoon of flour is sprinkled over it, stirred with meat broth and 2 egg yolks, cooked for another ¼ hour, passed through a sieve, reheated, and then served.","Hierzu gibt man Schinken, Wurst, Hammel- oder Schweinscotelets.","Serve this with ham, sausage, mutton, or pork cutlets.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0014,0071_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0079.jpg
Gemüse,Vegetables,recipe,Grüne Erbsen,Green Peas,2 portions,"Schoten, welche aber nicht alt sein dürfen, werden ausgeleert. Dann wäscht man die Erbsen in einem Sieb ab. Ein halber Eßlöffel Butter, 1 Tasse Wasser, ein wenig Zucker werden in einem Topfe zum Kochen gebracht und die Erbsen 20–25 Minuten darin geschmort, dann noch 1/2 Eßlöffel Butter, sowie auch Salz hinzugefügt, einigemal aufgekocht und mit etwas feingehackter Petersilie durchgeschwenkt. Durch langes Kochen verlieren die Erbsen an Ansehen und Wohlgeschmack, dürfen auch nicht lange vorher entschotet werden, niemals aber, wie es häufig geschieht, am Abend vor dem Gebrauch. Je frischer man die jungen Erbsen erhalten kann, desto wohlschmeckender wird das davon bereitete Gemüse.","Pods, which must not be old, are shelled. Then wash the peas in a sieve. Half a tablespoon of butter, 1 cup of water, and a little sugar are brought to a boil in a pot, and the peas are braised in it for 20–25 minutes; then add another 1/2 tablespoon of butter as well as salt, bring to a boil a few times, and toss with some finely chopped parsley. Through long cooking, peas lose their appearance and flavor; they should also not be shelled long before use, and never, as often happens, the evening before use. The fresher one can obtain the young peas, the more delicious the vegetable prepared from them will be.","Man gibt dazu Kalbsbraten, Ochsenzunge, Wiener Schnitzel, gebackene Fische, gebratene Hühnchen oder Rindfleisch.","Serve with roast veal, ox tongue, Wiener schnitzel, fried fish, roast chicken, or beef.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0015,0072_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0080.jpg
Gemüse,Vegetables,recipe,Grüne Erbsen mit Möhren,Green Peas with Carrots,2 portions,"Um die Zeit der frischen grünen Erbsen sind auch Mohrrüben (gelbe Rüben) noch sehr zart und werden deshalb mit Erbsen zusammen weich. Die Rüben werden geputzt, in Würfel von der Größe der Erbsen geschnitten, gewaschen und dann mit den ebenfalls gewaschenen Erbsen mit Butter, Zucker und etwas Wasser weich geschmort. Dann schwitzt man 1 Löffel Mehl in Butter, macht das Gemüse damit sämig und gibt zuletzt etwas gehackte Petersilie dazu. Sind die Mohrrüben nicht mehr ganz jung, so kocht man sie zuerst für sich allein 1 Stunde vorher mit Wasser und etwas Salz weich, mischt sie nachher zu den in Butter und wenig Wasser mit etwas Zucker gedämpften Erbsen, und gießt entweder etwas Fleischbrühe zu dem Gemüse oder verdickt die Brühe desselben mit einer glatt verrührten Mehlschwitze, läßt das Ganze noch ein paar Mal aufkochen und würzt es mit Salz und Petersilie.","During the season of fresh green peas, carrots (yellow roots) are also still very tender and therefore become soft together with the peas. The carrots are cleaned, cut into cubes the size of the peas, washed, and then braised until soft with the likewise washed peas, butter, sugar, and a little water. Then sweat 1 spoonful of flour in butter, use it to thicken the vegetable, and finally add some chopped parsley. If the carrots are no longer quite young, boil them first by themselves for 1 hour beforehand with water and a little salt, then mix them into the peas that have been steamed in butter and a little water with some sugar, and either pour some meat broth over the vegetable or thicken the broth with a smoothly stirred flour roux, let the whole thing boil up a few more times, and season with salt and parsley.","Die Erbsen werden hübsch in die Mitte der Schüssel angerichtet und die Mohrrüben um den Rand gelegt. Als Beilage eignen sich Omelets, geräucherter Schinken, Kalbscotelets oder Braten nebst Salzkartoffeln.","The peas are arranged nicely in the center of the dish and the carrots are placed around the edge. Suitable side dishes include omelets, smoked ham, veal cutlets, or roasts along with boiled potatoes.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0015,0072_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0080.jpg
Gemüse,Vegetables,recipe,Möhren oder Mohrrüben,Stewed Carrots,2 portions,"Das ganze Jahr hindurch liefern Möhren ein billiges und gesundes Gemüse. Es ist überhaupt eines der ältesten, über die ganze Welt verbreiteten Gemüse, und aus dem ältesten römischen","Throughout the whole year, carrots provide an inexpensive and healthy vegetable. It is, in general, one of the oldest vegetables spread throughout the whole world, and from the oldest Roman",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0015,0072_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0080.jpg
Gemüse,Vegetables,general_instruction,Das Kochen der Möhren,Cooking Carrots,,"Kochbuche, welches vor 1500 Jahren geschrieben wurde, wiſſen wir, daß die alten Römer die Möhren in mancherlei Form zuzubereiten verstanden. Vor Einführung der Kartoffeln waren die Möhren in Europa, besonders Deutschland, das gewöhnliche Gericht des gemeinen Mannes. — 8 bis 10 Möhren werden sauber geschabt; dieſes geschieht, indem man die Möhre am Krautende in die linke und das Meſſer in die rechte Hand nimmt und dieſelbe von oben nach unten schabt, wobei zugleich die schadhaften Stellen abgeschnitten werden; sodann wäscht man die Möhren ab, schneidet sie in kleine Würfel oder zierliche Streifen und schmort sie mit Butter, Zucker, ein wenig Salz und etwas Waſſer höchstens 1 Stunde lang. Vor dem Anrichten wird eine Meſſerspitze Mehl angestäubt und mit feingehackter Peterſilie durchgeschwenkt. Mohrrüben, wie auch junge Erbsen, schwenkt man während des Kochens häufig, um das Anbrennen zu verhüten. Iſt die Flüssigkeit verkocht, so gießt man immer nur wenig auf einmal, aber öfter, Fleischbrühe oder schwach gesalzenes Waſſer hinzu.","From a cookbook written 1500 years ago, we know that the ancient Romans understood how to prepare carrots in many forms. Before the introduction of potatoes, carrots were the common dish of the common man in Europe, especially in Germany. — 8 to 10 carrots are scraped clean; this is done by taking the carrot by the leafy end in the left hand and the knife in the right, scraping it from top to bottom, while simultaneously cutting off any damaged spots; then the carrots are washed, cut into small cubes or dainty strips, and braised with butter, sugar, a little salt, and some water for at most 1 hour. Before serving, a pinch of flour is dusted over them and they are tossed with finely chopped parsley. Carrots, as well as young peas, should be tossed frequently during cooking to prevent burning. If the liquid has boiled away, always pour in only a little at a time, but more often, meat broth or lightly salted water.","Als Beilage gibt man Cotelets, Fricadellen, Bratwurst, geräucherte Zunge, Schinken oder Schnitzel.","Serve as a side dish with cutlets, meatballs, bratwurst, smoked tongue, ham, or schnitzel.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0016,0073_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0081.jpg
Gemüse,Vegetables,recipe,Mohrrüben mit Kartoffeln und Rind- oder Hammelfleisch,Lamb or Beef Stew with Carrots and Potatoes,2 portions,"5 oder 6 große Möhren werden geschabt und in Würfel geschnitten; 1½ Pfund durchwachsenes Hammel- oder Rindfleisch kocht man mit Salz in kurzer Brühe 1 Stunde lang, gibt die gewaschenen Möhren und später 3 oder 4 geschälte und in Stücke geschnittene Kartoffeln dazu, läßt Möhren, Kartoffeln und Fleisch 2 Stunden kochen, gibt Salz nach Geschmack dazu, und vor dem Anrichten noch etwas gehackte Petersilie. Das Fleisch wird vor dem Anrichten in Stücke geschnitten und das Gemüse darüber gegeben. Sollte das Fleisch nicht fett genug sein, so gibt man gleich zu Anfang etwas Kinder- oder Hammelfett zu den Möhren und macht das Gemüse mit etwas in Fett geschwitztem Mehl sämig.","5 or 6 large carrots are scraped and cut into cubes; 1½ pounds of streaky lamb or beef are boiled with salt in a small amount of broth for 1 hour, the washed carrots are added, and later 3 or 4 peeled and chopped potatoes are added; let the carrots, potatoes, and meat cook for 2 hours, add salt to taste, and before serving, some chopped parsley. The meat is cut into pieces before serving and the vegetables are placed over it. Should the meat not be fatty enough, add some lard or mutton fat to the carrots right at the beginning and thicken the vegetables with a little flour sautéed in fat.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0016,0073_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0081.jpg
Gemüse,Vegetables,recipe,Schwarzwurzel,Salsify or Oyster Plant,2 portions,"Die Schwarzwurzel schmeckt, gut zubereitet, dem Spargel sehr ähnlich. Man vermischt warmes Waſſer mit Essig und etwas Mehl und läßt es stehen. Dann schabt man 1 Dutzend Wurzeln der Länge nach ab und legt sie in das eben erwähnte Waſſer, damit sie weiß","Salsify, when well prepared, tastes very similar to asparagus. Mix warm water with vinegar and a little flour and let it stand. Then scrape 1 dozen roots lengthwise and place them in the aforementioned water so that they remain white",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0016,0073_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0081.jpg
Gemüse,Vegetables,recipe,Grüne Bohnen,String Beans,,"Die grünen Bohnen müſſen jung und fleischig sein, sie werden oben und unten abgeschnitten und damit sogleich der Faden abgezogen und nach Belieben, fein oder stark, schräg geschnitten oder auch nur gebrochen. Dann werden sie in Salzwasser (mit etwas Natron) gewaschen, 1/4 Stunde gekocht; hierauf läßt man sie abtropfen und kocht sie mit Kinder- oder Bratenfett und etwas Fleischbrühe, sowie ein wenig Zucker, 1 1/2 Stunden lang. Hierauf macht man sie mit in Butter geschwitztem Mehl sämig, salzt sie und thut einige Stengel Bohnen- oder Pfefferkraut, oder gehackte Petersilie hinzu.","The green beans must be young and fleshy; they are trimmed at the top and bottom, and the string is immediately pulled off. They may be cut finely or thickly, diagonally, or simply broken, as desired. Then they are washed in salted water (with a little baking soda) and boiled for 1/4 hour; afterwards, they are drained and cooked with lard or meat drippings and a little meat broth, as well as a little sugar, for 1 1/2 hours. Then, thicken them with flour sautéed in butter, add salt, and add a few sprigs of savory or pepperwort, or chopped parsley.","Man gibt dazu Hering, Rind-, Hammel- oder Schweinefleisch, Cotelets, gekochten Schinken oder Bratwurst.","Serve with herring, beef, mutton, or pork, cutlets, boiled ham, or bratwurst.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0017,0074_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0082.jpg
Gemüse,Vegetables,recipe,Eingemachte Bohnen zu kochen,To Cook Preserved Beans,,"Von den in Salz eingemachten Bohnen nimmt man Abends zuvor die nöthige Menge aus dem Topfe, legt sie über Nacht in frisches Wasser, siedet sie dann und verfährt damit wie bei den frischen Bohnen. In Büchsen eingemachte Schnitt- oder Brechbohnen läßt man noch 1/4 Stunde kochen; sie werden beim Ausfüllen aus den Büchsen zum Abtropfen auf ein Sieb gelegt und dann wie andere Schnittbohnen zubereitet, aber nur 1/4 Stunde gekocht.","Take the necessary amount of salt-preserved beans from the pot the evening before, soak them overnight in fresh water, then boil them and proceed as with fresh beans. Canned sliced or snap beans should be boiled for another 1/4 hour; when emptied from the cans, they are placed on a sieve to drain and then prepared like other sliced beans, but boiled for only 1/4 hour.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0017,0074_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0082.jpg
Gemüse,Vegetables,recipe,Grüne Bohnen mit Hammelfleisch,String Beans with Mutton,2 portions,"Hierzu nimmt man mittelgroße Bohnen, bricht jede, nachdem die Fäden abgezogen sind, in 3 Theile und wäscht sie ab. 1 1/4 Pfund fettes Hammelfleisch bringt man mit Wasser und etwas Salz ins Kochen, gibt die zur Mahlzeit bestimmten Bohnen hinein und kocht sie mit dem Fleische in 2 Stunden weich. Sodann macht man die Brühe mit etwas in Butter geschwitztem Mehl sämig, gibt etwas gehackte Petersilie dazu und reicht das gekochte Fleisch als Beilage.","For this, take medium-sized beans, break each into 3 parts after the strings have been removed, and wash them. Bring 1 1/4 pounds of fatty mutton to a boil with water and a little salt, add the beans intended for the meal, and cook them with the meat until soft, about 2 hours. Then, thicken the broth with a little flour sautéed in butter, add some chopped parsley, and serve the cooked meat as a side dish.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0017,0074_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0082.jpg
Gemüse,Vegetables,recipe,Saure Schnittbohnen,Sour String Beans,,"Man kocht die feingeschnittenen Bohnen in vorher zum Kochen gebrachtem Wasser weich und legt sie zum Abtropfen auf einen Durchschlag. Alsdann schneidet man frischen guten Speck in feine Würfel, bratet diesen langsam hellgelb, nimmt die Grieven heraus und läßt in dem zurückbleibenden Fett 2 Löffel Mehl hellbraun werden, rührt es mit halb Wasser und halb Essig ab, gibt etwas Zucker dazu, würzt mit Salz und einer Prise Pfeffer, und läßt die Bohnen damit durchkochen.","Boil the finely cut beans in water that has been brought to a boil until soft and place them in a colander to drain. Then cut fresh, good bacon into fine cubes, fry this slowly until light yellow, remove the cracklings, and let 2 spoonfuls of flour turn light brown in the remaining fat. Stir it with half water and half vinegar, add some sugar, season with salt and a pinch of pepper, and let the beans boil through with this.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0018,0075_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0083.jpg
Gemüse,Vegetables,recipe,Schnittbohnen mit Aepfeln,String Beans with Apples,,"Die feingeschnittenen Bohnen kocht man weich. Während der Zeit kocht man geschälte, in Viertel geschnittene und vom Kernhaus befreite Aepfel (auf 3 Theile Bohnen 1 Theil Aepfel) mit Wasser, Zucker und etwas Citronenschale weich, aber nicht zum Zerfallen, weil sonst das Gemüse unansehnlich wird. 1 Löffel Mehl schwitzt man mit Bratenfett, rührt es mit Wasser und etwas Essig, würzt mit Salz und schüttet es über die Bohnen, die man damit durchkochen läßt. Alsdann mischt man die Aepfel sammt ihrer Säure (was jedoch nicht zu viel sein darf) darunter, läßt einige Stunden durchziehen und richtet hierauf an.","Boil the finely cut beans until soft. During this time, boil peeled, quartered, and cored apples (1 part apples to 3 parts beans) with water, sugar, and a little lemon peel until soft, but not until they fall apart, because otherwise the vegetable will look unappealing. Sweat 1 spoonful of flour with roasting fat, stir it with water and a little vinegar, season with salt, and pour it over the beans, which you then let boil through. Then mix in the apples along with their liquid (which, however, must not be too much), let it sit for a few hours, and then serve.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0018,0075_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0083.jpg
Gemüse,Vegetables,recipe,Schnittbohnen mit Milch,Cream String Beans,,"Die Bohnen werden abgezogen, geschnitten, 2 Stunden gekocht und dann auf ein Sieb zum Abtropfen gelegt. Dann bringt man 1 Pint Milch, worin 1 Eßlöffel Butter, etwas Muskatblüthe und Salz zugesetzt ist, zum Kochen, rührt 1—2 Eßlöffel Mehl mit kaltem Wasser glatt, thut dies zu der kochenden Milch und läßt sie unter stetem Rühren etwas kochen, so daß die Sauce recht sämig wird; dann fügt man die Bohnen hinzu, läßt noch einmal aufkochen und gibt vor dem Anrichten noch etwas feingehackte Petersilie dazu.","The beans are stringed, cut, boiled for 2 hours, and then placed on a sieve to drain. Then bring 1 pint of milk, to which 1 tablespoon of butter, some mace, and salt have been added, to a boil; stir 1-2 tablespoons of flour with cold water until smooth, add this to the boiling milk, and let it cook a little while stirring constantly so that the sauce becomes quite creamy; then add the beans, let it boil up once more, and add some finely chopped parsley before serving.","Man kann geräucherten Schinken, Salzheringe oder Cotelets dazu geben.","You can serve smoked ham, salt herring, or cutlets with this.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0018,0075_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0083.jpg
Gemüse,Vegetables,recipe,Lima-Bohnen,Lima Beans,2 portions,"1 Quart Lima-Bohnen liest man aus und läßt sie dann in kaltem Wasser Stunde liegen, wäscht und kocht sie mit etwas Salz, bis sie weich sind. Große Bohnen brauchen manchmal beinahe 1 Stunde, im Durchschnitt 40 Minuten. Dann seiht man sie ab und gibt vor","Pick over 1 quart of Lima beans and let them soak in cold water for an hour, wash them, and boil them with a little salt until they are soft. Large beans sometimes need almost 1 hour, on average 40 minutes. Then drain them and, before [serving]...",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0018,0075_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0083.jpg
Gemüse,Vegetables,recipe,Kohlrabi,Top Turnips,2 portions,"Man muß darauf achten, daß man jungen Kohlrabi bekommt, da der alte gewöhnlich beim Kochen holzig bleibt. — 2 oder 3 Kohlrabi schält man ab, schneidet die Krone mit den kleinen Blättern sauber ab, thut sie zu dem in fingerlange dünne Streifen geschnittenen Kohlrabi und läßt Alles in kochendem Wasser einigemal aufwallen, gießt dieses Wasser ab und legt sie dann in kochendes gesalzenes Wasser, worin sie 2 Stunden langsam weichkochen. Dann schwitzt man 1 Löffel Mehl mit 1 Löffel Butter hellgelb, gibt genug Kohlrabiwasser dazu, um eine sämige Sauce zu machen, würzt mit etwas Muskatblüthe, läßt Alles gut durchkochen und schüttet den Kohlrabi in die Sauce. Die Krone mit den Herzblättern hackt man fein und vermischt sie mit dem fertigen Gemüse, ehe dasselbe in der sämigen Sauce aufkocht. Doch kann man auch die abgekochten Blättchen fein schneiden, in Butter dünsten und als Kranz um das angerichtete Gemüse legen.","One must take care to get young kohlrabi, as the old usually remains woody when cooked. Peel 2 or 3 kohlrabi, cut off the crown with the small leaves neatly, add them to the kohlrabi which has been cut into finger-long thin strips, and let everything boil up a few times in boiling water, pour this water off, and then place them in boiling salted water, in which they cook slowly until soft for 2 hours. Then sweat 1 spoonful of flour with 1 spoonful of butter until light yellow, add enough kohlrabi water to make a creamy sauce, season with a little mace, let everything boil through well, and pour the kohlrabi into the sauce. Finely chop the crown with the heart leaves and mix them with the finished vegetable before it boils in the creamy sauce. However, one can also finely cut the boiled leaves, sauté them in butter, and place them as a wreath around the served vegetable.","Man gibt Salzkartoffeln, Braten, Cotelets oder Fricadellen dazu.","Serve with boiled potatoes, roast, cutlets, or meatballs.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0019,0076_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0084.jpg
Gemüse,Vegetables,recipe,Kohlrabi mit Schinken,Top Turnips with Ham,,"Man schneidet jungen Kohlrabi in dünne Scheiben, dünstet ihn mit Butter, Salz und ein wenig Wasser weich, gibt etwas Mehl, mit Butter durchgerührt, dazu und kocht den Kohlrabi so lange, bis keine Brühe zurückbleibt. Alsdann legt man eine fingerdicke Schicht Kohlrabi und eine dünne Schicht mageren Schinken in eine weiße Schüssel bis dieselbe gefüllt ist, rührt dann 3 oder 4 Eier durcheinander, gießt dieselben auf den Kohlrabi und läßt das Gericht verdeckt im Backofen so lange, bis das Eigelb fest geworden ist (ungefähr ¾ Stunden), backen.","Cut young kohlrabi into thin slices, steam until soft with butter, salt, and a little water, add some flour mixed with butter, and cook the kohlrabi until no broth remains. Then place a finger-thick layer of kohlrabi and a thin layer of lean ham into a white dish until it is filled, then stir 3 or 4 eggs together, pour them over the kohlrabi, and let the dish bake covered in the oven until the egg yolk has set (approximately ¾ of an hour).",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0019,0076_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0084.jpg
Gemüse,Vegetables,recipe,Junger Kohlrabi mit Fleisch und Kartoffeln,Beef Stew with Top Turnips,2 portions,"2 oder 3 Kohlrabi werden geschält, in Streifen geschnitten, mit Salz bestreut und","2 or 3 kohlrabi are peeled, cut into strips, sprinkled with salt and",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0019,0076_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0084.jpg
Gemüse,Vegetables,recipe,Kohlrüben [Steckrüßen],Boiled Russian Turnips,2 portions,"Man wählt hiervon die gelben, welche wohlschmeckender sind, als die mit weißem Fleische. Eine mittelgroße oder die Hälfte einer großen Kohlrübe wird geschält; man schneidet sie in kleine Würfel oder Scheiben, wäscht sie, läßt sie in kochendem Wasser aufwallen und dann abtropfen. Hierauf bringt man sie in einen Topf mit heißer Fleischbrühe oder kochendem Wasser mit etwas Rinderfett, läßt 2 Stunden kochen und gibt dann 1 Löffel Zucker oder Syrup und ½ Theelöffel Salz dazu und läßt Alles noch einmal durchkochen.","Choose the yellow ones, which are tastier than those with white flesh. A medium-sized or half of a large Russian turnip is peeled; cut it into small cubes or slices, wash it, let it boil up in boiling water, and then drain. Then place them in a pot with hot meat broth or boiling water with a little beef fat, let cook for 2 hours, then add 1 spoonful of sugar or syrup and ½ teaspoon of salt, and let everything boil through once more.","Als Beilage gibt man gewärmten Braten, Fricadellen, Kalbscotelets, Hammelfleisch oder Ochsenzunge.","As a side dish, serve warmed roast, meatballs, veal cutlets, mutton, or ox tongue.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0020,0077_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0085.jpg
Gemüse,Vegetables,recipe,Kohlrüben mit Kartoffeln und Pökelfleisch,Corned Beef with Russian Turnips and Potatoes,2 portions,"1 mittelgroße Kohlrübe wird geschält, in Würfel geschnitten, gewaschen, 5 Minuten gekocht und dann das Wasser weggegossen. Nun bringt man 1½ Pfund Corned Beef oder Rind- oder Hammelfleisch mit Wasser und Salz zum Kochen, fügt die geschnittenen Rüben, ebensoviel Kartoffeln, 1 Lorbeerblatt, ½ Löffel Zucker und etwas Pfeffer dazu und läßt Alles 2 Stunden gut kochen.","1 medium-sized Russian turnip is peeled, cut into cubes, washed, boiled for 5 minutes, and then the water is poured off. Now bring 1½ pounds of corned beef or beef or mutton to a boil with water and salt, add the cut turnips, an equal amount of potatoes, 1 bay leaf, ½ spoonful of sugar, and some pepper, and let everything cook well for 2 hours.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0020,0077_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0085.jpg
Gemüse,Vegetables,recipe,Weiße Rüben,White Turnips,2 portions,"4 oder 5 Rüben werden geschält, in Streifen geschnitten, in siedendes Salzwasser gethan, nach einigen Minuten herausgenommen und auf dem Siebe abtropfen gelassen; dann mit Fett, ½ Löffel Zucker und 1 Eßlöffel Essig 1 Stunde lang gekocht. Vor dem Anrichten schwitzt man 1 Löffel Mehl mit 1 Löffel Butter und fügt es bei.","4 or 5 turnips are peeled, cut into strips, placed in boiling salted water, removed after a few minutes, and left to drain on a sieve; then cooked for 1 hour with fat, ½ spoonful of sugar, and 1 tablespoon of vinegar. Before serving, sweat 1 spoonful of flour with 1 spoonful of butter and add it.","Als Beilage gibt man Cotelets oder gedämpftes Rind-, Hammel- oder Schweinefleisch.","As a side dish, serve cutlets or steamed beef, mutton, or pork.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0020,0077_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0085.jpg
Gemüse,Vegetables,recipe,Pastinaken,Stewed Parsnips,2 portions,"6 Pastinaken werden gewaschen, geschabt, der Länge nach durchgeschnitten, nochmals gewaschen und dann in halbfingerlange Stücke geschnitten. Hierauf wird Wasser zum Kochen gebracht, die Pastinaken und 1 Theelöffel Salz beigefügt und 1 Stunde gekocht. Sodann nimmt man 1 Löffel Butter mit 1 Löffel Mehl in eine Pfanne und rührt es untereinander, mischt 1/2 Pint von dem Wasser, in welchem die Pastinalen gekocht haben, hinzu, fügt etwas Pfeffer und Salz bei, kocht, rührt es 5 Minuten lang und schüttet es über die Pastinaken.","6 parsnips are washed, scraped, cut lengthwise, washed again, and then cut into pieces half a finger long. Then water is brought to a boil, the parsnips and 1 teaspoon of salt are added, and they are boiled for 1 hour. Then take 1 spoonful of butter with 1 spoonful of flour into a pan and stir it together, mix in 1/2 pint of the water in which the parsnips were boiled, add some pepper and salt, boil and stir for 5 minutes, and pour it over the parsnips.",Als Beilage nimmt man Cotelets oder Bratwurst.,Serve with cutlets or bratwurst.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0021,0078_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0086.jpg
Gemüse,Vegetables,recipe,Sellerie mit Butterſauce,Stewed Celery,,"Man schneidet den Sellerie in Scheiben oder längliche Stücke und kocht ihn in Salzwasser weich, welches man dann wieder abgießt. Mit etwas von diesem Wasser wird die abgekochte Butterſauce abgerührt und der Sellerie dann hineingethan, welcher, ohne weiter zu kochen, an einen heißen Ort gestellt wird. Beim Anrichten würzt man mit etwas Muskatnuß.","Cut the celery into slices or oblong pieces and boil it until soft in salted water, which is then drained off. The prepared butter sauce is stirred with a little of this water, and the celery is then added, which is placed in a hot spot without further boiling. When serving, season with a little nutmeg.",Man gibt Kalbscotelets oder Rindfleisch dazu.,Serve with veal cutlets or beef.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0021,0078_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0086.jpg
Gemüse,Vegetables,recipe,Kürbismus,Stewed Pumpkin,,"Der in Scheiben geschnittene Kürbis wird geschält und gebrüht und, nachdem dieses Wasser durch das Sieb weggegossen ist, kommt der Kürbis mit frischem Wasser und etwas Salz ans Feuer und wird, wenn er weich gekocht ist, durch ein nicht zu enges Sieb gerührt. Zu diesem Mus kommt dann gute Milch und einige geriebene bittere Mandeln. Sobald es noch ein wenig verrührt ist, wird es mit Zucker und Zimmt oder mit gestoßenem Pfeffer gewürzt.","The sliced pumpkin is peeled and scalded, and after this water is poured off through a sieve, the pumpkin is put on the fire with fresh water and some salt, and when it is boiled soft, it is stirred through a not-too-fine sieve. Good milk and some grated bitter almonds are then added to this puree. As soon as it is stirred a little more, it is seasoned with sugar and cinnamon or with ground pepper.",Man gibt gebratenes Fleisch dazu.,Serve with roasted meat.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0021,0078_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0086.jpg
